1,4,5
16,61,80
18,59,80
20,57,80
22,56,80
24,54,80
26,52,80
28,54,80
30,56,80
32,45,80
33,49,80
34,52,80
35,50,80
36,49,80
37,45,80
38,49,80
39,47,80
40,45,80
41,42,80
42,45,80
43,52,80
44,45,80
45,54,80
46,52,80
47,50,80
48,49,80
49,45,80
50,47,80
51,56,80
52,57,80
53,61,80
54,64,80
55,52,80
56,54,80
57,50,80
58,52,80
59,49,80
60,45,80
61,57,80
62,56,80
63.5,56,80
64,57,96
64.5,56,96
65,57,96
65.5,45,96
66,44,96
66.5,52,96
67,47,96
67.5,49,96
68,45,96
68.5,57,96
69,56,96
69.5,54,96
70,56,96
70.5,61,96
71,64,96
71.5,66,96
72,62,96
72.5,61,96
73,59,96
73.5,62,96
74,61,96
74.5,59,96
75,57,96
75.5,56,96
76,54,96
76.5,52,96
77,50,96
77.5,49,96
78,47,96
78.5,50,96
79,49,96
79.5,47,96
80,45,96
80.5,47,96
81,49,96
81.5,50,96
82,52,96
82.5,47,96
83,52,96
83.5,50,96
84,49,96
84.5,54,96
85,52,96
85.5,50,96
86,52,96
86.5,50,96
87,49,96
87.5,47,96
88,45,96
88.5,42,96
89,54,96
89.5,56,96
90,57,96
90.5,56,96
91,54,96
91.5,52,96
92,50,96
92.5,49,96
93,47,96
93.5,54,96
94,52,96
94.5,54,96
95,52,96
95.5,50,96
96,49,80
97,61,80
98,59,80
101,57,80
102,61,80
104,54,80
106,52,80
108,54,80
110,56,80
112,57,80
113,57,80
114,56,80
117,54,80
118,57,80
120,57,80
123,57,80
124,56,80
125,62,80
126,59,80
127,64,80
128,64,96
128.5,61,96
128.75,62,96
129,64,96
129.5,61,96
129.75,62,96
130,64,96
130.25,52,96
130.5,54,96
130.75,56,96
131,57,96
131.25,59,96
131.5,61,96
131.75,62,96
132,61,96
132.5,57,96
132.75,59,96
133,61,96
133.5,49,96
133.75,50,96
134,52,96
134.25,54,96
134.5,52,96
134.75,50,96
135,52,96
135.25,49,96
135.5,50,96
135.75,52,96
136,50,96
136.5,54,96
136.75,52,96
137,50,96
137.5,49,96
137.75,47,96
138,49,96
138.25,47,96
138.5,45,96
138.75,47,96
139,49,96
139.25,50,96
139.5,52,96
139.75,54,96
140,50,96
140.5,54,96
140.75,52,96
141,54,96
141.5,56,96
141.75,57,96
142,52,96
142.25,54,96
142.5,56,96
142.75,57,96
143,59,96
143.25,61,96
143.5,62,96
143.75,64,96
144,61,96
144.5,57,96
144.75,59,96
145,61,96
145.5,59,96
145.75,57,96
146,59,96
146.25,56,96
146.5,57,96
146.75,59,96
147,61,96
147.25,59,96
147.5,57,96
147.75,56,96
148,57,96
148.5,54,96
148.75,56,96
149,57,96
149.5,45,96
149.75,47,96
150,49,96
150.25,50,96
150.5,49,96
150.75,47,96
151,49,96
151.25,57,96
151.5,56,96
151.75,57,96
152,54,96
152.5,57,96
152.75,56,96
153,54,96
153.5,52,96
153.75,50,96
154,52,96
154.25,50,96
154.5,49,96
154.75,50,96
155,52,96
155.25,54,96
155.5,56,96
155.75,57,96
156,54,96
156.5,57,96
156.75,56,96
157,57,96
157.5,56,96
157.75,54,96
158,56,96
158.25,57,96
158.5,59,96
158.75,57,96
159,56,96
159.25,57,96
159.5,54,96
159.75,56,96
160,57,80
162,56,80
164,54,80
166,57,80
168,45,80
170,45,80
172,45,80
174,47,80
176,52,80
178,52,80
180,49,80
182,52,80
184,50,80
186,49,80
188,50,80
190,59,80
192,61,96
192.5,49,96
193,50,96
193.5,49,96
194,47,96
194.5,59,96
195,61,96
195.5,59,96
196,57,96
196.5,49,96
197,45,96
197.5,54,96
198,52,96
198.5,52,96
199,50,96
199.5,52,96
200,42,96
200.5,54,96
201,56,96
201.5,54,96
202,52,96
202.5,52,96
203,50,96
203.5,52,96
204,42,96
204.5,54,96
205,52,96
205.5,54,96
206,56,96
206.5,44,96
207,42,96
207.5,44,96
208,45,96
208.5,57,96
209,59,96
209.5,57,96
210,56,96
210.5,44,96
211,45,96
211.5,44,96
212,42,96
212.5,54,96
213,52,96
213.5,54,96
214,56,96
214.5,44,96
215,49,96
215.5,47,96
216,45,96
216.5,57,96
217,59,96
217.5,62,96
218,61,96
218.5,49,96
219,52,96
219.5,61,96
220,57,96
220.5,62,96
221,61,96
221.5,62,96
222,59,96
222.5,52,96
223,50,96
223.5,52,96
224,49,80
224.5,52,80
225,52,80
225.5,52,80
226,52,80
226.5,52,80
227,52,80
227.5,52,80
228,49,80
228.5,49,80
229,49,80
229.5,49,80
230,52,80
230.5,52,80
231,52,80
231.5,52,80
232,50,80
232.5,50,80
233,50,80
233.5,57,80
234,57,80
234.5,57,80
235,57,80
235.5,57,80
236,57,80
236.5,57,80
237,54,80
237.5,54,80
238,52,80
238.5,52,80
239,59,80
239.5,56,80
240,52,80
240.5,61,80
241,61,80
241.5,61,80
242,59,80
242.5,59,80
243,59,80
243.5,59,80
244,57,80
244.5,57,80
245,57,80
245.5,57,80
246,64,80
246.5,64,80
247,64,80
247.5,64,80
248,66,80
248.5,66,80
249,66,80
249.5,66,80
250,64,80
250.5,64,80
251,64,80
251.5,64,80
252,66,80
252.5,66,80
253,66,80
253.5,66,80
254,68,80
254.5,56,80
255,56,80
255.5,56,80
256,57,96
256.5,45,96
256.75,47,96
257,49,96
257.5,45,96
258,44,96
258.5,56,96
258.75,57,96
259,59,96
259.5,56,96
260,54,96
260.5,42,96
260.75,44,96
261,45,96
261.5,42,96
262,44,96
262.5,52,96
262.75,50,96
263,49,96
263.5,47,96
264,45,96
264.5,50,96
264.75,49,96
265,47,96
265.5,50,96
266,49,96
266.5,45,96
266.75,47,96
267,49,96
267.5,52,96
268,50,96
268.5,54,96
268.75,52,96
269,50,96
269.5,49,96
270,47,96
270.5,52,96
270.75,50,96
271,49,96
271.5,47,96
272,49,96
272.5,57,96
272.75,56,96
273,57,96
273.5,49,96
274,52,96
274.5,52,96
274.75,54,96
275,56,96
275.5,54,96
276,49,96
276.5,57,96
276.75,59,96
277,61,96
277.5,57,96
278,61,96
278.5,61,96
278.75,59,96
279,57,96
279.5,56,96
280,54,96
280.5,54,96
280.75,52,96
281,54,96
281.5,56,96
282,57,96
282.5,61,96
282.75,59,96
283,57,96
283.5,61,96
284,62,96
284.5,57,96
284.75,56,96
285,54,96
285.5,54,96
286,52,96
286.5,47,96
287,52,96
287.5,52,96
288,52,80
291,52,80
292,45,80
295,52,80
296,50,80
298,52,80
300,50,80
301,45,80
302,45,80
303.5,44,80
304,45,80
305,57,80
306,56,80
308,54,80
310,52,80
312,45,80
313.5,47,80
314,49,80
316,54,80
318,47,80
319.5,47,80
320,49,96
321.5,61,96
322,61,96
322.5,62,96
323,61,96
323.5,59,96
324,57,96
325.5,57,96
326,57,96
326.5,59,96
327,57,96
327.5,56,96
328,54,96
330,57,96
332,57,96
332.5,55,96
333,54,96
333.5,55,96
334,52,96
335.5,52,96
336,52,96
337.5,64,96
338,64,96
338.5,66,96
339,64,96
339.5,62,96
340,61,96
341.5,61,96
342,61,96
342.5,62,96
343,61,96
343.5,59,96
344,57,96
344.5,55,96
345,54,96
345.5,55,96
346,52,96
347.5,52,96
348,50,96
349,57,96
350,56,96
351.5,56,96
352,57,80
353,57,80
355,56,80
357,54,80
359,52,80
361,50,80
363,49,80
365.5,47,80
366,47,80
368,49,80
369,61,80
371,59,80
372,57,80
373,69,80
375,67,80
376,66,80
378,69,80
379,64,80
380,66,80
382,64,80
384,64,80
386,52,80
387.5,50,80
388,49,80
390,61,80
391.5,59,80
392,57,80
395,57,80
396,57,80
398,56,80
400,57,80
401,45,80
402,44,80
403,56,80
404,54,80
405,42,80
406,40,80
407,52,80
408,50,80
409,62,80
410,61,80
411,49,80
412,47,80
413,54,80
414,47,80
415,59,80
416,61,80
417,49,80
418,47,80
419,59,80
420,57,80
421,45,84
422,44,88
423,56,92
424,54,96
425,66,96
426,64,96
427,52,96
428,50,96
429.5,59,96
430,52,96
431,52,96
432,52,96
433,52,96
433.5,59,96
434,57,96
434.5,52,96
435,56,96
435.75,56,96
436.5,57,96
437.5,52,96
438,57,96
438.5,52,96
439,56,96
439.75,56,96
440.5,57,96
441,52,96
441.5,59,96
442,57,96
442.5,52,96
443,56,96
443.75,56,96
444.5,57,96
445.5,52,96
446,57,96
446.5,61,96
447,59,96
447.75,57,96
448.5,59,96
449,52,96
449.5,59,96
450,57,96
450.5,52,96
451,56,96
451.75,56,96
452.5,57,96
453.5,52,96
454,57,96
454.5,52,96
455,56,96
455.75,56,96
456.5,57,96
457,52,96
457.5,59,96
458,57,96
458.5,52,96
459,56,96
459.75,56,96
460.5,57,96
461.5,52,96
462,57,96
462.5,61,96
463,59,96
463.75,57,96
464.5,59,96
465,52,96
465.5,59,96
466,57,96
466.5,52,96
467,56,96
467.75,56,96
468.5,57,96
469.5,52,96
470,57,96
470.5,52,96
471,56,96
471.75,56,96
472.5,57,96
473,52,96
473.5,59,96
474,57,96
474.5,52,96
475,56,96
475.75,56,96
476.5,57,96
477.5,52,96
478,57,96
478.5,61,96
479,59,96
479.75,57,96
480.5,59,96
481,52,96
481.5,59,96
482,57,96
482.5,52,96
483,56,96
483.75,56,96
484.5,57,96
485.5,52,96
486,57,96
486.5,52,96
487,56,96
487.75,56,96
488.5,57,96
489,52,96
489.5,59,96
490,57,96
490.5,52,96
491,56,96
491.75,56,96
492.5,57,96
493.5,52,96
494,57,96
494.5,61,96
495,59,96
495.75,57,96
496.5,59,96
497,52,96
497.5,59,96
498,57,96
498.5,52,96
499,56,96
499.75,56,96
500.5,57,96
501.5,52,96
502,57,96
502.5,52,96
503,56,96
503.75,56,96
504.5,57,96
505,52,96
505.5,59,96
506,57,96
506.5,52,96
507,56,96
507.75,56,96
508.5,57,96
509.5,52,96
510,57,96
510.5,61,96
511,59,96
511.75,57,96
512.5,59,96
513,52,96
513.5,59,96
514,57,96
514.5,52,96
515,56,96
515.75,56,96
516.5,57,96
517.5,52,96
518,57,96
518.5,52,96
519,56,96
519.75,56,96
520.5,57,96
521,52,96
521.5,59,96
522,57,96
522.5,52,96
523,56,96
523.75,56,96
524.5,57,96
525.5,52,96
526,57,96
526.5,61,96
527,59,96
527.75,57,96
528.5,59,96
529,52,112
529.5,59,112
530,57,112
530.5,52,112
531,56,112
531.75,56,112
532.5,57,112
533.5,52,112
534,57,112
534.5,52,112
535,56,112
535.75,56,112
536.5,57,112
537,52,112
537.5,59,112
538,57,112
538.5,52,112
539,56,112
539.75,56,112
540.5,57,112
541.5,52,112
542,57,112
542.5,61,112
543,59,112
543.75,57,112
544.5,59,112
545,52,112
545.5,59,112
546,57,112
546.5,52,112
547,56,112
547.75,56,112
548.5,57,112
549.5,52,112
550,57,112
550.5,52,112
551,56,112
551.75,56,112
552.5,57,112
553,52,112
553.5,59,112
554,57,112
554.5,52,112
555,56,112
555.75,56,112
556.5,57,112
557.5,52,112
558,57,112
558.5,61,112
559,59,112
559.75,57,112
560.5,59,112
561,52,112
561.5,59,112
562,57,112
562.5,52,112
563,56,112
563.75,56,112
564.5,57,112
565.5,52,112
566,57,112
566.5,52,112
567,56,112
567.75,56,112
568.5,57,112
569,52,112
569.5,59,112
570,57,112
570.5,52,112
571,56,112
571.75,56,112
572.5,57,112
573.5,52,112
574,57,112
574.5,61,112
575,59,112
575.75,57,112
576.5,59,112
577,52,112
577.5,59,112
578,57,112
578.5,52,112
579,56,112
579.75,56,112
580.5,57,112
581.5,52,112
582,57,112
582.5,52,112
583,56,112
583.75,56,112
584.5,57,112
585,52,112
585.5,59,112
586,57,112
586.5,52,112
587,56,112
587.75,56,112
588.5,57,112
589.5,52,112
590,57,112
590.5,61,112
591,59,112
591.75,57,112
592.5,59,112
593,59,96
593.5,61,96
594,59,96
594.5,57,96
595,52,96
595.5,54,96
596,57,96
597.5,54,96
598.5,61,96
601,59,96
601.5,61,96
602,59,96
602.5,57,96
603,52,96
603.5,54,96
604,57,96
605.5,54,96
606,61,96
607,59,96
609,59,96
609.5,61,96
610,59,96
610.5,57,96
611,52,96
611.5,54,96
612,57,96
613.5,54,96
614.5,57,96
615,64,96
615.5,61,96
617,57,96
617.5,59,96
618.5,61,96
625,59,96
625.5,61,96
626,59,96
626.5,57,96
627,52,96
627.5,54,96
628,57,96
629.5,54,96
630.5,61,96
633,59,96
633.5,61,96
634,59,96
634.5,57,96
635,52,96
635.5,54,96
636,57,96
637.5,54,96
638,61,96
639,59,96
641,59,96
641.5,61,96
642,59,96
642.5,57,96
643,52,96
643.5,54,96
644,57,96
645.5,54,96
646.5,57,96
647,64,96
647.5,61,96
649,57,96
649.5,59,96
650.5,61,96
655,54,64
656,61,64
657,52,64
658,59,64
659,50,64
660,57,64
661,50,64
662,57,64
663,45,64
664,52,64
665,45,64
666,57,64
667,52,64
668,59,64
669,52,64
670,59,64
671,54,64
672,61,64
673,54,64
674,61,64
675,50,64
676,57,64
677,50,64
678,57,64
679,45,64
680,52,64
681,45,64
682,57,64
683,52,64
684,59,64
685,52,64
686,59,64
687,52,64
688,59,64
689,52,64
690,59,64
691,50,64
692,57,64
693,50,64
694,57,64
695,45,64
696,52,64
697,45,64
698,57,64
699,52,64
700,59,64
701,52,64
702,59,64
703,54,64
704,61,64
705,54,64
706,61,64
707,50,64
708,57,64
709,50,64
710,57,64
711,45,64
712,52,64
713,45,64
714,57,64
715,52,64
716,59,64
717,52,64
718,59,64
719,52,64
723,54,80
724,57,80
725,61,80
726,52,80
727,50,80
728,54,80
729,57,80
730,54,80
731,52,80
732,56,80
733,59,80
734,50,80
735,49,80
736,52,80
737,56,80
738,52,80
739,54,80
740,57,80
741,61,80
742,52,80
743,50,80
744,54,80
745,57,80
746,54,80
747,52,80
748,56,80
749,59,80
750,56,80
751,52,80
752,56,80
753,59,80
754,56,80
755,61,96
755.5,61,96
756,61,96
756.5,61,96
757,61,96
757.5,59,96
758,57,96
758.5,57,96
759,57,96
761,61,96
761.5,61,96
762.5,61,96
763.5,59,96
764.5,59,96
765,59,96
765.5,57,96
766,56,96
767,56,96
768.5,54,96
769,61,96
769.5,59,96
770.5,57,96
772,54,96
772.5,54,96
773,61,96
774.5,59,96
775,57,96
776,54,96
786.5,54,96
787,61,96
787.5,61,96
788,61,96
788.5,61,96
789,61,96
789.5,59,96
790.5,57,96
791,57,96
793,61,96
793.5,61,96
794,61,96
794.5,61,96
795.5,59,96
796.5,59,96
797,59,96
797.5,57,96
798,56,96
799,56,96
801,61,96
801.5,61,96
802,61,96
802.5,61,96
803,61,96
804.5,57,96
805.5,57,96
806,59,96
806.5,57,96
816,61,96
816.5,61,96
817,61,96
817.5,61,96
818,59,96
818.5,57,96
819,57,96
820,57,96
820.5,54,96
821,57,96
821.5,54,96
822,57,96
825,59,96
825.5,61,96
826,59,96
826.5,57,96
827,59,96
828,59,96
828.5,57,96
829,61,96
830,59,96
830.5,59,96
831,57,96
833,59,96
833.5,61,96
834,59,96
834.5,57,96
835,59,96
835.5,57,96
836,54,96
836.5,54,96
837,54,96
837.5,52,96
838,57,96
848,61,96
848.5,61,96
849,61,96
849.5,59,96
850,59,96
850.5,57,96
851,57,96
852,57,96
852.5,54,96
853,57,96
853.5,54,96
854,57,96
857,59,96
857.5,61,96
858,59,96
858.5,57,96
859,59,96
860,59,96
860.5,57,96
861,61,96
861.5,59,96
862,59,96
862.5,57,96
865,59,96
865.5,61,96
866,59,96
866.5,57,96
867,59,96
867.5,57,96
868,54,96
868.5,54,96
869,54,96
869.5,52,96
870,57,96
879.5,59,96
880,59,96
880.5,57,96
881,61,96
881.5,59,96
882,59,96
882.5,57,96
883,54,96
887,57,96
891,59,96
895,61,96
899,61,96
903,57,96
907,59,96
911,59,96
915,54,64
916,57,64
917,61,64
918,52,64
919,50,64
920,54,64
921,57,64
922,54,64
923,52,64
924,56,64
925,59,64
926,50,64
927,49,64
928,52,64
929,56,64
930,52,64
931,54,64
932,57,64
933,61,64
934,52,64
935,50,64
936,54,64
937,57,64
938,54,64
939,52,64
940,56,64
941,59,64
942,56,64
943,52,64
944,56,64
945,59,64
946,56,64
947,54,64
948,57,64
949,61,64
950,52,64
951,50,64
952,54,64
953,57,64
954,54,64
955,52,64
956,56,64
957,59,64
958,50,64
959,49,64
960,52,64
961,56,64
962,52,64
963,54,64
964,57,64
965,61,64
966,52,64
967,50,64
968,54,64
969,57,64
970,54,64
971,52,64
972,56,64
973,59,64
974,56,64
975,52,64
976,56,64
977,59,64
978,56,64
979,50,64
980,57,64
981,62,64
982,57,64
983,45,64
984,52,64
985,57,64
986,56,64
987,52,64
988,56,64
989,59,64
990,56,64
991,54,64
992,57,64
993,61,64
994,57,64
995,50,64
996,57,64
997,62,64
998,57,64
999,45,64
1000,52,64
1001,57,64
1002,56,64
1003,52,64
1004,56,64
1005,59,64
1006,56,64
1007,52,64
1008,56,64
1009,59,64
1010,56,64
1011,50,64
1012,57,64
1013,62,64
1014,57,64
1015,45,64
1016,52,64
1017,57,64
1018,56,64
1019,52,64
1020,56,64
1021,59,64
1022,56,64
1023,54,64
1024,57,64
1025,61,64
1026,57,64
1027,50,64
1028,57,64
1029,62,64
1030,57,64
1031,45,64
1032,52,64
1033,57,64
1034,56,64
1035,52,64
1036,56,64
1037,59,64
1038,56,64
1040,59,96
1040.5,59,96
1041,61,96
1041.5,59,96
1042,61,96
1043,61,96
1045.5,59,96
1046,61,96
1046.5,62,96
1049.5,61,96
1050.5,56,96
1056,59,96
1056.5,59,96
1057,61,96
1057.5,59,96
1058,61,96
1061.5,59,96
1062,61,96
1062.5,62,96
1065.5,61,96
1066.5,56,96
1067.5,54,96
1068.5,52,96
1072,64,96
1072.5,64,96
1073,64,96
1073.5,64,96
1074,62,96
1074.5,61,96
1075,62,96
1076,62,96
1076.5,61,96
1077,62,96
1077.5,61,96
1078,64,96
1081,64,96
1081.5,64,96
1082,64,96
1082.5,64,96
1083,64,96
1084,59,96
1084.5,59,96
1085,62,96
1086,62,96
1086.5,62,96
1087,61,96
1089,64,96
1089.5,64,96
1090,64,96
1090.5,64,96
1091,64,96
1091.5,62,96
1092,62,96
1092.5,62,96
1093,62,96
1093.5,61,96
1094,64,96
1094.5,61,96
1104,61,96
1104.5,61,96
1105,61,96
1105.5,61,96
1106,59,96
1106.5,57,96
1107,57,96
1108,57,96
1108.5,54,96
1109,57,96
1109.5,54,96
1110,57,96
1113,59,96
1113.5,61,96
1114,59,96
1114.5,57,96
1115,59,96
1116,59,96
1116.5,57,96
1117,61,96
1118,59,96
1118.5,59,96
1119,57,96
1121,59,96
1121.5,61,96
1122,59,96
1122.5,57,96
1123,59,96
1123.5,57,96
1124,54,96
1124.5,54,96
1125,54,96
1125.5,52,96
1126,57,96
1136,61,96
1136.5,61,96
1137,61,96
1137.5,59,96
1138,59,96
1138.5,57,96
1139,57,80
1140,57,80
1140.5,54,80
1141,57,80
1141.5,54,80
1142,57,80
1153,59,80
1153.5,61,80
1154,59,80
1154.5,57,80
1155,59,80
1155.5,57,80
1156,54,80
1156.5,54,80
1157,54,80
1157.5,52,80
1158,57,80
1167.5,59,80
1168,59,80
1168.5,57,80
1169,61,80
1169.5,59,80
1170,59,80
1170.5,57,80
1171,54,80
1172,71,80
1172.5,73,80
1173,66,80
1173.5,69,80
1174.5,68,80
1175.5,66,80
1180,69,80
1180.5,71,80
1181,69,80
1181.5,68,80
1183,73,80
1184,73,80
1186,71,80
1188,71,80
1188.5,73,80
1189,66,80
1189.5,69,80
1190.5,68,80
1191.5,66,80
1196,69,80
1196.5,71,80
1197,69,80
1197.5,68,80
1198.5,61,80
1200,66,80
1204,80,80
1204.25,78,80
1204.5,73,80
1207,78,80
1207.5,81,80
1208,83,80
1209,78,80
1212,81,80
1214,80,80
1214.5,81,80
1215,83,80
1215.5,76,80
1216,85,80
1218,83,80
1219.25,80,80
1219.5,76,80
1219.75,71,80
1220,80,80
1220.25,78,80
1220.5,73,80
1223,78,80
1223.5,81,80
1224,83,80
1225,78,80
1228,81,80
1230,80,80
1230.5,81,80
1231,83,80
1231.5,76,80
1232,78,80
1238.5,78,80
1239,80,80
1239.5,81,80
1240,83,80
1240.5,85,80
1241,78,80
1241.5,81,80
1242.5,80,80
1243.5,78,80
1248,81,80
1248.5,83,80
1249,81,80
1249.5,80,80
1251,85,80
1252,85,80
1254,83,80
1256,83,80
1256.5,85,80
1257,78,80
1257.5,81,80
1258.5,80,80
1259.5,78,80
1264,81,80
1264.5,83,80
1265,81,80
1265.5,80,80
1267,73,80
1268,78,80
1272,54,80
1272.0625,57,80
1272.125,61,80
1272.1875,66,80
1272.25,69,80
1272.3125,73,80
1272.375,78,80
1272.4375,80,80
1272.5,81,80
1273,61,80
1274,56,80
1274.5,57,80
1275,59,80
1275.5,61,80
1275.75,59,80
1276,57,80
1276.5,56,80
1277,54,80
1278,54,80
1278.5,57,80
1279,61,80
1280,59,80
1280.5,57,80
1281,56,80
1282,56,80
1282.5,57,80
1283,59,80
1284,61,80
1285,57,80
1286,54,80
1287,54,80
1289,59,80
1290,59,80
1290.5,62,80
1291,66,80
1292,64,80
1292.5,62,80
1293,61,80
1294,61,80
1294.5,57,80
1295,61,80
1296,59,80
1296.5,57,80
1297,56,80
1298,56,80
1298.5,57,80
1299,59,80
1300,61,80
1301,57,80
1302,54,80
1303,54,80
1305,61,80
1306,56,80
1306.5,57,80
1307,59,80
1307.5,61,80
1307.75,59,80
1308,57,80
1308.5,56,80
1309,54,80
1310,54,80
1310.5,57,80
1311,61,80
1312,59,80
1312.5,57,80
1313,56,80
1314,56,80
1314.5,57,80
1315,59,80
1316,61,80
1317,57,80
1318,54,80
1319,54,80
1321,59,80
1322,59,80
1322.5,62,80
1323,66,80
1324,64,80
1324.5,62,80
1325,61,80
1326,61,80
1326.5,57,80
1327,61,80
1328,59,80
1328.5,57,80
1329,56,80
1330,56,80
1330.5,57,80
1331,59,80
1332,61,80
1333,57,80
1334,54,80
1335,54,80
1337,61,80
1339,57,80
1341,59,80
1343,56,80
1345,57,80
1347,54,80
1349,53,80
1351,56,80
1353,61,80
1355,57,80
1357,59,80
1359,56,80
1361,57,80
1362,61,80
1363,66,80
1364,66,80
1365,65,80
1369,61,80
1370,56,80
1370.5,57,80
1371,59,80
1371.5,61,80
1371.75,59,80
1372,57,80
1372.5,56,80
1373,54,80
1374,54,80
1374.5,57,80
1375,61,80
1376,59,80
1376.5,57,80
1377,56,80
1378,56,80
1378.5,57,80
1379,59,80
1380,61,80
1381,57,80
1382,54,80
1383,54,80
1385,59,80
