182,52,80,50.742412567138672
1385,59,80,58.843978881835938
862.5,57,96,58.457199096679688
260,54,96,51.395439147949219
217,59,96,57.812313079833984
112,57,80,56.028514862060547
278,61,96,58.651969909667969
1118,59,96,58.671211242675781
490,57,96,55.788154602050781
482,57,96,55.883991241455078
998,57,64,55.288467407226562
1040,59,96,59.276569366455078
1027,50,64,55.596393585205078
145.5,59,96,59.055244445800781
1249.5,80,80,82.009223937988281
1043,61,96,60.342483520507812
487.75,56,96,55.526981353759766
46,52,80,50.762248992919922
378,69,80,65.811912536621094
1034,56,64,55.00006103515625
216.5,57,96,55.463577270507812
675,50,64,53.927494049072266
264.5,50,96,48.249893188476562
558,57,112,56.749862670898438
432,52,96,53.66326904296875
106,52,80,54.992839813232422
590.5,61,112,57.713573455810547
788.5,61,96,59.806056976318359
951,50,64,54.197689056396484
42,45,80,49.515007019042969
1208,83,80,80.040489196777344
681,45,64,50.685707092285156
326,57,96,57.569850921630859
206.5,44,96,47.025562286376953
1257,78,80,80.861724853515625
1404,57,80,57.381103515625
656,61,64,56.504714965820312
433,52,96,54.13909912109375
1018,56,64,55.055618286132812
190,59,80,53.73504638671875
561.5,59,112,56.015300750732422
1264.5,83,80,80.720191955566406
1324,64,80,61.719242095947266
714,57,64,53.841533660888672
1390,61,80,60.493328094482422
145,61,96,59.426193237304688
304,45,80,48.485580444335938
539.75,56,112,55.795185089111328
1014,57,64,55.039886474609375
426,64,96,58.819606781005859
1328,59,80,58.719245910644531
139.75,54,96,51.661483764648438
250.5,64,80,65.036041259765625
41,42,80,48.535243988037109
1090,64,96,62.925521850585938
373,69,80,65.420265197753906
491,56,96,55.877468109130859
1036,56,64,55.758464813232422
84.5,54,96,51.106483459472656
232,50,80,51.466823577880859
268.5,54,96,50.666492462158203
601.5,61,96,57.846694946289062
1388,64,80,61.828319549560547
431,52,96,53.562595367431641
1158,57,80,56.311019897460938
235,57,80,56.218105316162109
86,52,96,50.167518615722656
916,57,64,56.054653167724609
287,52,96,51.897941589355469
1157.5,52,80,55.251052856445312
853,57,96,57.039592742919922
570,57,112,56.006618499755859
284,62,96,58.248493194580078
578,57,112,56.060016632080078
438.5,52,96,54.933391571044922
1189,66,80,68.802299499511719
217.5,62,96,58.860195159912109
151.5,56,96,54.763992309570312
1382,54,80,56.576198577880859
794,61,96,59.58074951171875
1349,53,80,55.87811279296875
1046.5,62,96,60.623489379882812
336,52,96,56.610942840576172
708,57,64,54.077117919921875
552.5,57,112,55.591377258300781
59,49,80,51.140857696533203
202.5,52,96,51.507064819335938
1076,62,96,62.154178619384766
1123.5,57,96,56.580848693847656
852,57,96,57.109443664550781
537,52,112,55.461292266845703
701,52,64,55.140426635742188
547.75,56,112,55.532611846923828
1287,54,80,57.257217407226562
791,57,96,59.291366577148438
203.5,52,96,50.107231140136719
696,52,64,50.982967376708984
1376.5,57,80,57.307220458984375
1139,57,80,56.666740417480469
137,50,96,49.624588012695312
970,54,64,54.674179077148438
205,52,96,51.214637756347656
1168.5,57,80,57.977554321289062
762.5,61,96,59.249675750732422
1282,56,80,57.263393402099609
962,52,64,53.93939208984375
310,52,80,50.684665679931641
1280.5,57,80,57.414588928222656
72,62,96,62.017597198486328
131,57,96,57.937629699707031
388,49,80,54.322998046875
786.5,54,96,57.693748474121094
527,59,96,57.492073059082031
1109,57,96,56.923053741455078
830,59,96,58.657352447509766
1375,61,80,57.594772338867188
438,57,96,54.988552093505859
502,57,96,55.146465301513672
774.5,59,96,57.433052062988281
357,54,80,53.002788543701172
144.5,57,96,59.420852661132812
1042,61,96,60.338493347167969
936,54,64,54.251083374023438
435,56,96,55.083538055419922
75.5,56,96,55.044834136962891
1371.5,61,80,58.672832489013672
766,56,96,57.370735168457031
34,52,80,50.584442138671875
343,61,96,59.773075103759766
487,56,96,55.496452331542969
159.75,56,96,55.898475646972656
1219.5,76,80,77.593421936035156
149.75,47,96,49.123081207275391
148.5,54,96,54.990070343017578
638,61,96,57.976375579833984
566,57,112,55.336357116699219
420,57,80,55.429050445556641
37,45,80,50.474472045898438
1207.5,81,80,79.399520874023438
85,52,96,50.835674285888672
926,50,64,52.941677093505859
1136.5,61,96,59.045818328857422
974,56,64,55.357273101806641
645.5,54,96,56.846244812011719
75,57,96,56.692371368408203
1204.5,73,80,76.332237243652344
1276.5,56,80,56.099109649658203
524.5,57,96,56.095180511474609
134.75,50,96,51.185527801513672
769,61,96,57.488368988037109
861,61,96,58.597694396972656
752,56,80,56.139213562011719
1314,56,80,57.252285003662109
533.5,52,112,55.153427124023438
1370.5,57,80,58.646110534667969
316,54,80,49.757034301757812
62,56,80,55.02557373046875
1094,64,96,61.831768035888672
239,59,80,55.809116363525391
1003,52,64,54.813911437988281
867.5,57,96,56.531101226806641
424,54,96,57.73828125
895,61,96,58.733512878417969
91,54,96,53.286613464355469
154,52,96,51.637493133544922
513.5,59,96,56.161029815673828
197.5,54,96,51.580116271972656
226.5,52,80,51.355701446533203
1406,54,80,56.731502532958984
61,57,80,54.304267883300781
1395,59,80,57.833236694335938
1077.5,61,96,62.519618988037109
256,57,96,51.427604675292969
1359,56,80,58.605846405029297
228,49,80,50.129001617431641
251.5,64,80,65.185302734375
1121,59,96,58.658012390136719
449.5,59,96,56.263595581054688
271.5,47,96,50.153079986572266
758,57,96,58.986835479736328
502.5,52,96,55.082500457763672
535.75,56,112,55.419418334960938
1272,54,80,60.668025970458984
1403,59,80,57.828266143798828
76,54,96,53.70159912109375
1417,59,80,58.518421173095703
469.5,52,96,55.200443267822266
229.5,49,80,50.236190795898438
726,52,80,54.331161499023438
384,64,80,61.028354644775391
1339,57,80,57.162860870361328
143.25,61,96,60.154544830322266
585.5,59,112,55.701229095458984
386,52,80,56.429954528808594
1191.5,66,80,68.205497741699219
1371,59,80,58.7822265625
164,54,80,53.874343872070312
542.5,61,112,57.205478668212891
613.5,54,96,56.896221160888672
1330.5,57,80,57.551296234130859
475,56,96,55.74676513671875
159.5,54,96,55.910671234130859
71,64,96,62.500076293945312
521.5,59,96,55.697509765625
442.5,52,96,55.439540863037109
982,57,64,54.919147491455078
1089,64,96,62.803825378417969
960,52,64,53.239143371582031
1121.5,61,96,58.625556945800781
634.5,57,96,56.846649169921875
208.5,57,96,54.049720764160156
1300,61,80,57.698764801025391
1308.5,56,80,56.707923889160156
117,54,80,56.040115356445312
1220,80,80,77.369781494140625
223,50,96,52.695316314697266
1105.5,61,96,59.605033874511719
101,57,80,57.037685394287109
972,56,64,55.271865844726562
511.75,57,96,56.880702972412109
1314.5,57,80,57.424037933349609
820,57,96,57.207645416259766
1298,56,80,57.487812042236328
650.5,61,96,59.346569061279297
64.5,56,96,54.772117614746094
559.75,57,112,56.891777038574219
849.5,59,96,58.380867004394531
789.5,59,96,59.457908630371094
806.5,57,96,59.074020385742188
1275,59,80,59.130657196044922
68,45,96,50.286239624023438
1424.5,57,80,57.490467071533203
240.5,61,80,58.457416534423828
1285,57,80,57.201419830322266
539,56,112,55.667900085449219
867,59,96,57.355632781982422
663,45,64,50.130710601806641
372,57,80,61.102939605712891
1294.5,57,80,59.627754211425781
184,50,80,50.889133453369141
409,62,80,55.835868835449219
715,52,64,54.018459320068359
582.5,52,112,55.148284912109375
553,52,112,55.513622283935547
200,42,96,49.729335784912109
664,52,64,50.358657836914062
434.5,52,96,54.956005096435547
574,57,112,56.676883697509766
141.5,56,96,54.518650054931641
921,57,64,54.264335632324219
463,59,96,57.29791259765625
515.75,56,96,55.532093048095703
994,57,64,56.207851409912109
504.5,57,96,55.337871551513672
196,57,96,55.223098754882812
484.5,57,96,55.387798309326172
723,54,80,55.676025390625
1315,59,80,57.733161926269531
253.5,66,80,64.730308532714844
1252,85,80,83.2777099609375
933,61,64,55.295333862304688
78,47,96,49.009525299072266
44,45,80,48.720691680908203
1062.5,62,96,59.595985412597656
522.5,52,96,55.560375213623047
706,61,64,56.205669403076172
270.5,52,96,49.922763824462891
1309,54,80,56.444808959960938
1363,66,80,63.005077362060547
514,57,96,55.895351409912109
542,57,112,56.616024017333984
718,59,64,54.740077972412109
156.5,57,96,55.737068176269531
375,67,80,65.934028625488281
1420,64,80,61.751735687255859
525.5,52,96,56.167587280273438
1305,61,80,57.733211517333984
1276,57,80,56.454925537109375
230,52,80,50.873588562011719
924,56,64,54.345458984375
670,59,64,56.192207336425781
649,57,96,58.927734375
146.75,59,96,58.447711944580078
198.5,52,96,50.942512512207031
568.5,57,112,55.726970672607422
406,40,80,47.447563171386719
858.5,57,96,58.353961944580078
1370,56,80,59.026332855224609
569,52,112,55.674663543701172
288,52,80,50.958889007568359
446.5,61,96,57.329456329345703
435.75,56,96,55.090545654296875
956,56,64,54.475151062011719
219,52,96,55.663070678710938
1006,56,64,55.441013336181641
659,50,64,53.983192443847656
481.5,59,96,56.126972198486328
200.5,54,96,52.215457916259766
237,54,80,55.068069458007812
1414,54,80,57.444847106933594
1183,73,80,70.836708068847656
1057,61,96,59.437480926513672
891,59,96,58.451129913330078
155,52,96,52.610652923583984
258,44,96,49.099330902099609
541.5,52,112,55.83154296875
819,57,96,57.580574035644531
879.5,59,96,57.524734497070312
1273,61,80,62.870429992675781
887,57,96,58.048809051513672
275.5,54,96,54.137039184570312
918,52,64,54.139438629150391
755.5,61,96,60.177192687988281
523.75,56,96,56.04217529296875
88.5,42,96,47.695541381835938
576.5,59,112,56.689022064208984
920,54,64,54.044452667236328
400,57,80,53.592411041259766
1126,57,96,57.321846008300781
579.75,56,112,55.543289184570312
455,56,96,55.323703765869141
751,52,80,55.662879943847656
1207,78,80,78.611648559570312
672,61,64,57.075527191162109
713,45,64,50.942768096923828
256.5,45,96,48.536872863769531
459,56,96,55.723102569580078
465.5,59,96,56.323837280273438
458,57,96,55.77325439453125
1306,56,80,57.688583374023438
980,57,64,55.724678039550781
643,52,96,55.969207763671875
395,57,80,56.100399017333984
637.5,54,96,56.753643035888672
496.5,59,96,56.622665405273438
545.5,59,112,56.174564361572266
668,59,64,55.313339233398438
440.5,57,96,55.443798065185547
551,56,112,55.530010223388672
128.5,61,96,62.001518249511719
1377,56,80,57.238338470458984
835,59,96,57.370895385742188
286.5,47,96,51.555721282958984
1280,59,80,57.80963134765625
418,47,80,53.093147277832031
1426.5,57,80,57.490467071533203
1390.5,57,80,59.607810974121094
211,45,96,46.194988250732422
931,54,64,54.559463500976562
1374,54,80,56.475933074951172
379,64,80,65.313446044921875
795.5,59,96,59.299633026123047
238.5,52,80,54.831916809082031
462.5,61,96,57.356533050537109
151.75,57,96,54.849296569824219
866.5,57,96,57.725658416748047
730,54,80,54.365184783935547
716,59,64,54.601936340332031
1215,83,80,80.810745239257812
242,59,80,59.053337097167969
55,52,80,54.964111328125
575,59,112,57.195056915283203
188,50,80,52.092952728271484
145.75,57,96,58.570182800292969
339,64,96,62.543037414550781
973,59,64,55.490322113037109
1318,54,80,56.958095550537109
1218,83,80,80.843399047851562
128.75,62,96,62.13665771484375
1311,61,80,57.473621368408203
1389,61,80,60.847312927246094
522,57,96,55.667690277099609
1403.75,59,80,57.796737670898438
65,57,96,53.325527191162109
214,56,96,51.889785766601562
495,59,96,57.173088073730469
45,54,80,50.668777465820312
341.5,61,96,61.309940338134766
1423,61,80,58.273704528808594
83.5,50,96,50.412796020507812
170,45,80,47.903186798095703
460.5,57,96,55.933628082275391
1388.5,62,80,61.385883331298828
221,61,96,59.549098968505859
798,56,96,58.5909423828125
340,61,96,61.642234802246094
560.5,59,112,56.792800903320312
925,59,64,54.145599365234375
732,56,80,54.393539428710938
16,61,80,58.0592041015625
1369,61,80,60.620162963867188
1312.5,57,80,57.287712097167969
1140.5,54,80,56.44305419921875
82.5,47,96,49.725784301757812
1376,59,80,57.545261383056641
32,45,80,50.584442138671875
449,52,96,56.253219604492188
850,59,96,58.06329345703125
270.75,50,96,49.893623352050781
204.5,54,96,50.867702484130859
427,52,96,55.640487670898438
140.5,54,96,52.893310546875
673,54,64,56.098396301269531
550,57,112,55.231582641601562
1170,59,80,59.13037109375
604,57,96,56.764595031738281
265.5,50,96,48.462108612060547
127,64,80,61.416366577148438
1419,66,80,61.894554138183594
338.5,66,96,62.732021331787109
739,54,80,54.453739166259766
195.5,59,96,56.557743072509766
220.5,62,96,59.430976867675781
1119,57,96,58.571044921875
269,50,96,50.223014831542969
512.5,59,96,56.754169464111328
327.5,56,96,56.32196044921875
457.5,59,96,55.815170288085938
1093.5,61,96,61.822711944580078
497,52,96,56.251384735107422
787,61,96,59.098556518554688
617.5,59,96,59.018886566162109
67.5,49,96,49.548450469970703
657,52,64,55.211959838867188
923,52,64,54.0003662109375
1076.5,61,96,62.181697845458984
1401,61,80,57.557029724121094
976,56,64,55.506443023681641
207,42,96,45.769989013671875
1123,59,96,57.354755401611328
498.5,52,96,55.569496154785156
327,57,96,56.896610260009766
1031,45,64,52.210441589355469
580.5,57,112,55.437656402587891
1296,59,80,58.581462860107422
350,56,96,54.905361175537109
521,52,96,55.433784484863281
57,50,80,53.177028656005859
258.5,56,96,53.68243408203125
607,59,96,58.036300659179688
154.25,50,96,51.255817413330078
162,56,80,54.697429656982422
794.5,61,96,59.467811584472656
83,52,96,50.353801727294922
448.5,59,96,56.727626800537109
736,52,80,53.1966552734375
254,68,80,63.190437316894531
1333,57,80,57.182453155517578
1122,59,96,58.254318237304688
1107,57,96,57.509834289550781
1292.5,62,80,61.434604644775391
68.5,57,96,53.097427368164062
1108,57,96,57.082889556884766
282.5,61,96,58.144989013671875
1020,56,64,55.865623474121094
126,59,80,60.558933258056641
1307,59,80,58.000907897949219
984,52,64,53.924812316894531
1016,52,64,53.615970611572266
746,54,80,54.821491241455078
563,56,112,55.501823425292969
1204,80,80,75.013984680175781
1173.5,69,80,68.730697631835938
799,56,96,58.731727600097656
1155,59,80,57.219291687011719
1138,59,96,58.635746002197266
1030,57,64,55.308475494384766
79.5,47,96,47.592166900634766
1272.0625,57,80,60.454216003417969
124,56,80,58.210292816162109
158.25,57,96,56.579879760742188
1124,54,96,55.640274047851562
1392,59,80,58.892444610595703
78.5,50,96,48.639762878417969
647,64,96,59.183078765869141
1277,54,80,55.379432678222656
1024,57,64,56.823982238769531
453.5,52,96,55.065814971923828
1049.5,61,96,60.482536315917969
993,61,64,56.959228515625
433.5,59,96,55.119522094726562
313.5,47,80,48.962371826171875
1012,57,64,56.071392059326172
567,56,112,55.489105224609375
224,49,80,50.931507110595703
577.5,59,112,56.316432952880859
50,47,80,51.065032958984375
1307.75,59,80,57.719051361083984
312,45,80,49.049587249755859
352,57,80,54.725658416748047
1056.5,59,96,59.483039855957031
899,61,96,58.805759429931641
380,66,80,64.702812194824219
282.75,59,96,58.330699920654297
257.5,45,96,47.916633605957031
1062,61,96,59.78955078125
321.5,61,96,58.555408477783203
495.75,57,96,56.940261840820312
551.75,56,112,55.573612213134766
952,54,64,54.397098541259766
854,57,96,57.631473541259766
158.5,59,96,56.741580963134766
97,61,80,56.936717987060547
150.5,49,96,49.625453948974609
1058,61,96,59.806797027587891
149,57,96,52.818611145019531
236.5,57,80,55.824447631835938
1223,78,80,78.471366882324219
761,61,96,59.331081390380859
565.5,52,112,55.257255554199219
255.5,56,80,56.638706207275391
158.75,57,96,56.649215698242188
248.5,66,80,65.031936645507812
1167.5,59,80,57.235042572021484
852.5,54,96,56.959648132324219
536.5,57,112,55.526912689208984
135.25,49,96,50.637500762939453
1327,61,80,59.369373321533203
1013,62,64,56.000278472900391
284.5,57,96,57.020462036132812
371,59,80,59.153812408447266
401,45,80,49.916805267333984
220,57,96,58.598827362060547
261.5,42,96,45.235603332519531
254.5,56,80,59.503440856933594
228.5,49,80,50.014148712158203
642,59,96,57.771556854248047
587.75,56,112,55.807273864746094
955,52,64,54.299129486083984
1209,78,80,80.0328369140625
627,52,96,56.088718414306641
154.5,49,96,51.244892120361328
1259.5,78,80,80.313034057617188
1274,56,80,58.743923187255859
1091,64,96,62.810565948486328
1125.5,52,96,55.726688385009766
669,52,64,55.106513977050781
1239.5,81,80,80.659652709960938
772.5,54,96,56.885799407958984
79,49,96,48.045337677001953
527.75,57,96,57.477401733398438
1399,54,80,56.753173828125
556.5,57,112,55.872402191162109
1180,69,80,69.702804565429688
801.5,61,96,59.475742340087891
633,59,96,57.9404296875
1394,56,80,57.312744140625
953,57,64,54.521713256835938
143,59,96,59.078559875488281
474,57,96,55.773544311523438
38,49,80,50.234207153320312
333,54,96,54.918739318847656
490.5,52,96,55.619667053222656
58,52,80,52.567722320556641
1316,61,80,57.871589660644531
86.5,50,96,49.718807220458984
745,57,80,54.832431793212891
421,45,84,45.764427185058594
684,59,64,54.947235107421875
267,49,96,49.294384002685547
530,57,112,55.754051208496094
682,57,64,53.766082763671875
1241,78,80,80.606735229492188
93.5,54,96,51.681106567382812
408,50,80,53.04656982421875
276.5,57,96,56.601020812988281
1347,54,80,55.856357574462891
193,50,96,51.345378875732422
131.25,59,96,59.040782928466797
630.5,61,96,57.883930206298828
685,52,64,54.753231048583984
159.25,57,96,56.176872253417969
569.5,59,112,56.101482391357422
1025,61,64,57.176063537597656
276,49,96,54.352348327636719
1283,59,80,58.100940704345703
1094.5,61,96,61.4970703125
146,59,96,58.481269836425781
946,56,64,55.915447235107422
573.5,52,112,56.045722961425781
272.75,56,96,53.589790344238281
868.5,54,96,55.786941528320312
114,56,80,56.023948669433594
153.5,52,96,52.553569793701172
833.5,61,96,58.444999694824219
49,45,80,49.090915679931641
249.5,66,80,65.202926635742188
513,52,96,56.137607574462891
1124.5,54,96,55.449661254882812
789,61,96,59.751022338867188
437.5,52,96,54.829727172851562
603,52,96,56.213485717773438
33,49,80,50.584442138671875
332,57,96,55.847919464111328
1001,57,64,54.477138519287109
1286,54,80,56.703414916992188
853.5,54,96,57.093425750732422
1240.5,85,80,81.366920471191406
319.5,47,80,50.142524719238281
366,47,80,50.337818145751953
1074.5,61,96,62.161048889160156
382,64,80,63.115047454833984
1410.5,57,80,57.561737060546875
790.5,57,96,59.327281951904297
1295,61,80,59.443367004394531
241,61,80,59.132434844970703
491.75,56,96,56.201267242431641
152.5,57,96,54.77972412109375
489,52,96,55.514179229736328
204,42,96,49.096836090087891
1196.5,71,80,68.520805358886719
940,56,64,55.507892608642578
140,50,96,51.944293975830078
1086,62,96,62.199531555175781
1430,54,80,57.487041473388672
1397,57,80,57.114448547363281
1022,56,64,56.165351867675781
804.5,57,96,59.00067138671875
402,44,80,48.714275360107422
135.5,50,96,50.575515747070312
270,47,96,49.668506622314453
275,56,96,53.963886260986328
1290,59,80,60.165805816650391
416,61,80,54.545017242431641
129.75,62,96,61.352497100830078
94,52,96,51.820941925048828
753,59,80,56.592880249023438
154.75,50,96,51.7279052734375
343.5,59,96,58.485710144042969
259,59,96,55.039623260498047
1093,62,96,62.039451599121094
534,57,112,55.27789306640625
295,52,80,49.644844055175781
268.75,52,96,50.542293548583984
252,66,80,65.235092163085938
194.5,59,96,56.286819458007812
1084,59,96,61.928977966308594
279,57,96,56.895515441894531
1378.5,57,80,57.506416320800781
247,64,80,64.009773254394531
1114.5,57,96,58.4783935546875
1174.5,68,80,68.010116577148438
157.75,54,96,56.146076202392578
700,59,64,55.321033477783203
678,57,64,52.277416229248047
503,56,96,55.274215698242188
272,49,96,51.269111633300781
91.5,52,96,51.958290100097656
838,57,96,57.414012908935547
1364,66,80,63.074550628662109
526.5,61,96,57.491336822509766
203,50,96,50.787746429443359
479.75,57,96,56.905281066894531
302,45,80,46.926628112792969
361,50,80,50.339225769042969
1125,54,96,55.455711364746094
506.5,52,96,55.561649322509766
212,42,96,46.994773864746094
251,64,80,65.045356750488281
308,54,80,51.984035491943359
52,57,80,54.550754547119141
1357,59,80,58.266048431396484
439,56,96,55.192611694335938
767,56,96,57.201816558837891
1326,61,80,60.305755615234375
269.5,49,96,49.809398651123047
40,45,80,48.995716094970703
1181.5,68,80,70.183013916015625
291,52,80,50.304470062255859
66.5,52,96,49.006477355957031
1056,59,96,59.436969757080078
134,52,96,52.081962585449219
192.5,49,96,51.8056640625
24,54,80,50.584442138671875
260.5,42,96,46.503807067871094
470.5,52,96,55.136692047119141
280.5,54,96,55.220302581787109
218,61,96,58.518928527832031
387.5,50,80,54.685203552246094
139,49,96,49.206192016601562
966,52,64,54.025814056396484
611,52,96,56.157981872558594
1267,73,80,74.241188049316406
618.5,61,96,59.136039733886719
674,61,64,55.911579132080078
197,45,96,50.537998199462891
748,56,80,55.674758911132812
1214.5,81,80,80.778556823730469
1077,62,96,62.325729370117188
1242.5,80,80,80.527862548828125
1426,56,80,57.490467071533203
422,44,88,47.512924194335938
1105,61,96,60.446830749511719
139.25,50,96,49.94293212890625
236,57,80,56.238971710205078
1082,64,96,62.928207397460938
280,54,96,55.461395263671875
18,59,80,52.128330230712891
473,52,96,55.321445465087891
222.5,52,96,53.876865386962891
1140,57,80,56.538421630859375
355,56,80,54.023696899414062
51,56,80,54.347183227539062
978,56,64,55.222240447998047
987,52,64,55.115116119384766
430,52,96,53.856903076171875
574.5,61,112,57.22039794921875
337.5,64,96,60.848712921142578
243,59,80,58.829143524169922
150.75,47,96,49.752197265625
932,57,64,55.218425750732422
1268,78,80,70.458847045898438
66,44,96,47.851482391357422
506,57,96,55.720619201660156
1312,59,80,57.478839874267578
138.25,47,96,48.096035003662109
991,54,64,56.183837890625
369,61,80,57.084419250488281
156,54,96,55.291145324707031
89.5,56,96,54.413158416748047
199,50,96,50.577991485595703
138,49,96,48.285160064697266
144,61,96,60.123275756835938
505.5,59,96,55.763973236083984
1115,59,96,58.548416137695312
639,59,96,58.149528503417969
1323,66,80,62.135936737060547
345,54,96,55.078536987304688
1225,78,80,79.774337768554688
538.5,52,112,55.532840728759766
1404.5,56,80,56.820976257324219
1156,54,80,55.57513427734375
915,54,64,55.8402099609375
862,59,96,58.524921417236328
398,56,80,54.952896118164062
264,45,96,47.82464599609375
606,61,96,58.000072479248047
1075,62,96,62.155342102050781
1313,56,80,57.168361663818359
218.5,49,96,55.354999542236328
1279,61,80,58.097213745117188
446,57,96,56.916633605957031
123,57,80,57.630722045898438
642.5,57,96,56.831779479980469
129.5,61,96,61.702762603759766
1215.5,76,80,80.238021850585938
1241.5,81,80,80.557960510253906
996,57,64,56.014198303222656
1230.5,81,80,80.128166198730469
277.5,57,96,58.389228820800781
255,56,80,57.238727569580078
756.5,61,96,60.088581085205078
520.5,57,96,55.544208526611328
1200,66,80,70.548736572265625
837.5,52,96,55.794765472412109
1074,62,96,62.198776245117188
1138.5,57,96,58.327224731445312
1040.5,59,96,59.476894378662109
609,59,96,58.133979797363281
326.5,59,96,57.533649444580078
731,52,80,54.244735717773438
229,49,80,50.090915679931641
1230,80,80,80.082466125488281
1002,56,64,54.676776885986328
1308,57,80,57.190834045410156
475.75,56,96,55.854782104492188
693,50,64,52.622787475585938
555.75,56,112,55.762409210205078
1297,56,80,57.571403503417969
234,57,80,55.581027984619141
250,64,80,65.074775695800781
535,56,112,55.319023132324219
108,54,80,55.143161773681641
96,49,80,53.938083648681641
150.25,50,96,49.585353851318359
489.5,59,96,55.847213745117188
717,52,64,54.583747863769531
142,52,96,55.023273468017578
1418.5,62,80,60.317478179931641
339.5,62,96,61.979545593261719
1113.5,61,96,58.571502685546875
454,57,96,55.166923522949219
282,57,96,57.176052093505859
635.5,54,96,56.040973663330078
82,52,96,49.889717102050781
1114,59,96,58.517036437988281
821,57,96,57.074138641357422
1190.5,68,80,68.302627563476562
617,57,96,58.976219177246094
869.5,52,96,55.902301788330078
635,52,96,55.997734069824219
346,52,96,54.031375885009766
583,56,112,55.334575653076172
138.75,47,96,48.347328186035156
712,52,64,50.760898590087891
1078,64,96,62.835887908935547
597.5,54,96,56.945060729980469
69.5,54,96,55.516891479492188
577,52,112,56.159305572509766
36,49,80,50.584442138671875
133.75,50,96,52.120964050292969
104,54,80,55.577133178710938
344,57,96,57.301902770996094
492.5,57,96,56.266288757324219
1170.5,57,80,58.783275604248047
72.5,61,96,61.258007049560547
67,47,96,48.843231201171875
769.5,59,96,57.364467620849609
518.5,52,96,55.172939300537109
198,52,96,51.324550628662109
584.5,57,112,55.398147583007812
1422.5,57,80,58.243618011474609
56,54,80,54.441387176513672
447.75,57,96,57.027679443359375
130.5,54,96,56.510269165039062
641,59,96,58.141899108886719
445.5,52,96,55.970390319824219
240,52,80,56.501613616943359
1324.5,62,80,61.361442565917969
417,49,80,53.007034301757812
266.75,47,96,48.573417663574219
691,50,64,53.746994018554688
473.5,59,96,55.815788269042969
1275.75,59,80,58.710781097412109
77.5,49,96,49.590839385986328
1142,57,80,57.380302429199219
679,45,64,50.381507873535156
1091.5,62,96,62.606594085693359
54,64,80,55.575363159179688
318,47,80,49.035503387451172
907,59,96,58.65655517578125
981,62,64,56.237819671630859
688,59,64,55.476852416992188
943,52,64,55.643573760986328
219.5,61,96,58.14935302734375
601,59,96,57.884647369384766
314,49,80,49.336151123046875
1387,66,80,61.962825775146484
459.75,56,96,55.829563140869141
234.5,57,80,56.119655609130859
1046,61,96,60.390773773193359
464.5,59,96,56.918125152587891
728,54,80,54.199977874755859
174,47,80,48.622306823730469
1188,71,80,70.550331115722656
882,59,96,58.029216766357422
697,45,64,51.12176513671875
391.5,59,80,57.528972625732422
611.5,54,96,56.188346862792969
470,57,96,55.249538421630859
563.75,56,112,55.497463226318359
1331,59,80,57.759284973144531
995,50,64,55.373928070068359
1228,81,80,80.074119567871094
222,59,96,57.414939880371094
1272.25,69,80,69.415992736816406
441.5,59,96,55.850803375244141
338,64,96,62.279487609863281
1322.5,62,80,61.376106262207031
938,54,64,54.700691223144531
959,49,64,52.689338684082031
452.5,57,96,55.459438323974609
74.5,59,96,58.439987182617188
992,57,64,56.752948760986328
1258.5,80,80,80.615653991699219
